,ID,Title,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites,year
10583,41212,Niplheim no Karyuudo,ニプルへイムの狩人,Unknown,Unknown,ONA,2.0,Finished Airing,"Jan 25, 2020","Jan 31, 2020",Unknown,Unknown,BOMB! CUTE! BOMB!,Game,Hentai,Unknown,Unknown,15.0,Rx - Hentai,5.041,565.0,,10595,1679,3,2020.0
9094,48824,Blue Archive,ブルーアーカイブ,Unknown,Animated promotions for the mobile game Blue Archive.,ONA,,Currently Airing,"Jan 25, 2021",Unknown,Unknown,Unknown,Yostar Pictures,Game,Fantasy,Video Game,Unknown,1.0,PG-13 - Teens 13 or older,6.741,371.0,50992.0,9103,2872,41,2021.0
15618,51183,Yin Yang Shi: Ping An Wu Yu 3rd Season,阴阳师·平安物语 第3季,Unknown,The third season of Onmyouji: Heian Monogatari.,ONA,12.0,Finished Airing,"Jan 25, 2022","Apr 19, 2022",Unknown,Unknown,Unknown,Game,"Comedy, Slice of Life, Supernatural",Mythology,Unknown,5.0,PG-13 - Teens 13 or older,,,163782.0,15641,324,2,2022.0
16068,39038,Anon Sentai Ranger 5,アノン戦隊レンジャー5,Unknown,Anon Pictures' parody of Super Sentai opening sequences.,ONA,1.0,Finished Airing,"Jan 26, 2000",Not Available,Unknown,Unknown,Anon Pictures,Original,Unknown,"Music, Parody, Super Power",Unknown,2.0,G - All Ages,4.681,152.0,127842.0,16092,292,0,2000.0
7662,34818,Sakura Internet,SAKURA internet,Unknown,"Freelancer Touno Kouhei, office lady Hamada Saori, and graphic designer Ginji realize that they're not content in their current jobs, and break free to pursue their dreams - as a musician, a photographer, and an artist, respectively.

(Source: Crunchyroll)",ONA,1.0,Finished Airing,"Jan 26, 2017",Not Available,Unknown,Unknown,White Fox,Original,Drama,Unknown,Unknown,3.0,PG-13 - Teens 13 or older,5.591,1407.0,107902.0,7668,4846,3,2017.0
15769,37877,Promedicus,プロメディカス,Unknown,"Animated commercials for Promedicus, a cram school that specializes in Middle and High school students (as well as rounin) looking to get into med school. ",ONA,4.0,Finished Airing,"Jan 26, 2018","Feb 10, 2018",Unknown,Unknown,Zero-G,Original,Unknown,School,Unknown,15.0,G - All Ages,,,143972.0,15793,312,0,2018.0
17508,37165,Kuro Kishi to Shiro no Maou VR Sennyuu! Maoujou-hen,黒騎士と白の魔王VR潜入！魔王城 編,Unknown,"VR anime of mobile RPG Kuro Kishi to Shiro no Maou released via Virtual Gate is an exclusive to ""VR Park Tokyo,"" an amusement center in Japan. Only 4 people can watch it at a time. The viewers must enter a platformed pivot cage and adorn the VR headpiece. The caged area lets the viewer hold onto the bars so they can lean and pivot while watching the VR anime.",ONA,1.0,Finished Airing,"Jan 26, 2018",Not Available,Unknown,Unknown,Unknown,Game,"Action, Fantasy",Video Game,Unknown,,PG-13 - Teens 13 or older,,,194312.0,17533,201,0,2018.0
15264,43772,Hua Jianghu: Xia Lan,画江湖之侠岚,Unknown,Unknown,ONA,40.0,Finished Airing,"Jan 26, 2018","Oct 26, 2018",Unknown,Unknown,Beijing Rocen Digital,Original,"Adventure, Drama, Fantasy","Historical, Martial Arts",Unknown,21.0,PG-13 - Teens 13 or older,,,185322.0,15286,352,3,2018.0
19911,47626,Ruguo Lishi Shi Yiqun Miao 4th Season,如果历史是一群喵 第四季,Unknown,Fourth season of Ruguo Lishi Shi Yiqun Miao.,ONA,13.0,Finished Airing,"Jan 26, 2020","Apr 12, 2020",Unknown,Unknown,Unknown,Web manga,Comedy,Historical,Kids,7.0,G - All Ages,,,145962.0,19940,53,0,2020.0
14049,50629,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,少年歌行 风花雪月篇,Unknown,Part two of the second season of Shaonian Ge Xing.,ONA,16.0,Finished Airing,"Jan 26, 2022","May 4, 2022","bilibili, Youku",Unknown,CG Year,Novel,"Action, Adventure, Mystery","Historical, Martial Arts",Unknown,18.0,PG-13 - Teens 13 or older,6.881,137.0,44122.0,14069,484,6,2022.0
8517,49587,Wan Sheng Jie 3,万圣街3,All Saints Street 3,Third season of Wan Sheng Jie.,ONA,12.0,Finished Airing,"Jan 26, 2022","Apr 6, 2022","Tencent Penguin Pictures, Fenz",Unknown,Unknown,Web manga,"Comedy, Slice of Life, Supernatural",Mythology,Unknown,4.0,PG-13 - Teens 13 or older,7.861,1302.0,7772.0,8526,3562,28,2022.0
12315,13255,Haru wa Kuru,春は来る,Unknown,"A short promotional film for the Johnnie Walker whiskey brand, animated by STUDIO 4°C.",ONA,1.0,Finished Airing,"Jan 27, 2012",Not Available,Unknown,Unknown,Studio 4°C,Original,Adventure,Unknown,Unknown,4.0,G - All Ages,5.791,422.0,99772.0,12328,873,0,2012.0
5320,17371,Natsuyasumi.,ナツヤスミ.,Unknown,"Yuu and Natsuki met in the hot sun, during that unforgettable summer vacation... Was it a dream, or...? It was a bittersweet love story?

(Source: AniDB)",ONA,3.0,Finished Airing,"Jan 27, 2013","Jul 11, 2013","Studio Zealot, White Bear, Mediabank",Unknown,Studio 9 Maiami,Original,"Boys Love, Hentai",Unknown,Unknown,14.0,Rx - Hentai,5.771,5646.0,,5324,11910,88,2013.0
13123,35625,Rara Maji,ららマジ,Rara Maji,"The opening animation (and promotional video) to Rara Maji, a school girls' RPG with music, magic, and engaging stories. The game is a co-production between Wright Flyer Studios and A-1 Pictures, the latter also animated the video.

(Source: Official site)",ONA,1.0,Finished Airing,"Jan 27, 2017",Not Available,Unknown,Unknown,A-1 Pictures,Game,Fantasy,"Music, Strategy Game",Unknown,1.0,G - All Ages,5.791,226.0,99942.0,13138,663,0,2017.0
13172,34782,Tama Pawns,たまぽんず,Tama-Pawns,"The story follows Mihiro and begins on a day like any other. Mihiro bumps heads with a pet dog and loses consciousness. When she wakes up, she finds herself in a mysterious animal world. Mihiro discovers the shocking truth of her new situation and starts work at an animal pawn shop. She sets her sights on the day she can leave the shop and return to her former world.

(Source: ANN)",ONA,6.0,Finished Airing,"Jan 27, 2017","Feb 1, 2017",Unknown,Unknown,Tsukimidou,Original,"Comedy, Fantasy, Ecchi",Unknown,Unknown,4.0,PG-13 - Teens 13 or older,5.691,115.0,104012.0,13187,653,1,2017.0
6532,34899,Monmusu Quest!,もんむす・くえすと!,Unknown,Adaptation of the doujin eroge Monmusu Quest (Monster Girl Quest).,ONA,2.0,Finished Airing,"Jan 27, 2017","Feb 10, 2017",Top Marshal,Unknown,SELFISH,Visual novel,Hentai,Mythology,Unknown,16.0,Rx - Hentai,6.571,2723.0,,6538,7164,38,2017.0
7024,39024,Wu Dong Qian Kun,武动乾坤,Unknown,"The Great Yan Empire exists in a world where respect can only be earned through strength. Within this Great Yan Empire, the four great clans have always stood above the rest. Among them, a particular incident in the Lin Clan resulted in the banishment of a certain individual who went on to start his own family, in hopes of one day being recognized again by the Lin Clan, and rejoining them…

Hailing from a banished family of the Great Lin Clan, when Lin Dong was very young, he watched, powerless, as his talented father was easily crushed and crippled by the overwhelming genius of the great Lin Clan, Lin Langtian.

With a despairing father, a heartbroken grandfather, and a suffering family, ever since that fateful day, Lin Dong has been driven by a deep purpose; to take revenge on the man who had taken everything and more from his family.

Armed with nothing but willpower and determination, join Lin Dong as he unknowingly discovers a destiny greater than he could ever hope to imagine when he stumbles upon a mysterious stone talisman…

(Source: Novel Updates)",ONA,12.0,Finished Airing,"Jan 27, 2019","Apr 7, 2019","Tencent Penguin Pictures, China Literature Limited",Unknown,Motion Magic,Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",Unknown,24.0,PG-13 - Teens 13 or older,7.361,2581.0,22052.0,7030,5977,46,2019.0
20157,48002,Huayu Cheng Xing,花语程行 第一季,Unknown,Unknown,ONA,12.0,Finished Airing,"Jan 27, 2019",2019,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Kids,2.0,G - All Ages,,,185532.0,20183,48,0,2019.0
15554,51623,Wan Yu Zhi Wang,万域之王,Unknown,"In the ancient times, there were giant spirits that lifted the sky, whose bodies were like stars, soaring across the universe.
There are great honors of various races with different blood, destroying the void and re-creating the world, and there are ancient qi refiners who travel far across the galaxy to teach all beings. For some unknown reason, an era came to an end quietly, the world was isolated, and the ancient giants disappeared one by one. After many years, the young Nie Tian returned to the ancient times through a drop of blood.",ONA,24.0,Finished Airing,"Jan 27, 2022","Jul 7, 2022",Unknown,Unknown,Unknown,Web novel,"Action, Fantasy",Martial Arts,Unknown,12.0,PG-13 - Teens 13 or older,,,158982.0,15577,327,2,2022.0
9022,11897,Nendo no Tatakai,ねんどのたたかい,Battle of Clay,"Two little claymen get into a tussle after the red Akairo-kun plays a trick on the yellow Kiiro-kun while he is sharing a peaceful moment with a pig.

[Written by MAL Rewrite]
",ONA,1.0,Finished Airing,"Jan 28, 2004",Not Available,Unknown,Unknown,Unknown,Original,"Action, Comedy",Unknown,Unknown,1.0,PG - Children,3.251,2005.0,130932.0,9031,2934,2,2004.0
13297,29821,Channel 5.5,チャンネル5.5,Unknown,"Channel 5.5's first series of spoofs parodies Kindaichi Case Files.

(Source: Crunchyroll)",ONA,4.0,Finished Airing,"Jan 28, 2014","Mar 10, 2014",Unknown,Unknown,DLE,Unknown,Comedy,Parody,Unknown,5.0,PG-13 - Teens 13 or older,5.341,148.0,116252.0,13313,626,0,2014.0
5396,37264,Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,オーバーロード６ 王国の漢たち[下]【ドラマＣＤ付特装版】,Overlord The Maid Tea Party,"A picture drama ""trailer"" released on Enterbrain's official YouTube channel, the publisher of the Overlord light novel.

It promotes the deluxe edition of the 6th light novel volume that people can purchase which has the full audio drama released on CD included. 

The drama is about the Pleiades gather together for a tea break. Here, they discuss their recent missions and their dedication to Ainz Ooal Gown.

(Source: Overlord Wiki)",ONA,1.0,Finished Airing,"Jan 28, 2014",Not Available,Unknown,Unknown,Unknown,Light novel,Comedy,Unknown,Unknown,5.0,PG-13 - Teens 13 or older,6.211,3650.0,79592.0,5401,11428,6,2014.0
21178,47279,Duanzi Gou Riji,段子狗日记,Unknown,Unknown,ONA,71.0,Finished Airing,"Jan 28, 2016","Sep 1, 2016",Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,30.0,PG-13 - Teens 13 or older,,,177452.0,21204,26,0,2016.0
11976,51915,19 Tian,19天 漫动画,Unknown,Unknown,ONA,60.0,Finished Airing,"Jan 28, 2019","Apr 22, 2019",Shenfan Animation,Unknown,Unknown,Web manga,"Boys Love, Comedy",Unknown,Unknown,1.0,PG-13 - Teens 13 or older,6.291,170.0,75482.0,11989,971,14,2019.0
8346,39022,Ling Feng Zhe,领风者,The Leader,"The Leader will talk about how Marx met his wife Jenny and their thwarted love story, as well as his friendship with Friedrich Engels, his close companion and co-author of the Communist Manifesto.

(Source: Global Times)",ONA,7.0,Finished Airing,"Jan 28, 2019","Mar 4, 2019",bilibili,Unknown,Wawayu Animation,Original,"Drama, Romance, Slice of Life",Historical,Unknown,24.0,PG-13 - Teens 13 or older,6.041,980.0,88632.0,8353,3800,21,2019.0
10718,47044,Xing Wushen Jue,星武神诀,Unknown,"In the whole world there lays twelve paths to climb the Tower of God, and in legends these twelve pathways leads toward legendary road of immortality. However these paths in the Tower of God, are far too long, without end.

In ancient times there once were many types of martial art, sadly the world underwent terrible changes, and only three were left: Flame, Dragon and Star Martial Arts. Generations of experts of those three martial arts are searching for road of immortality.

Star Martial Arts practitioner on his journey of lifetime, with young beauties on the side, plans to become Highest God.

(Source: Novelupdates)",ONA,40.0,Finished Airing,"Jan 28, 2021","May 30, 2021",iQIYI,Unknown,Ruo Hong Culture,Web novel,"Action, Fantasy",Martial Arts,Unknown,7.0,PG-13 - Teens 13 or older,6.821,606.0,47362.0,10730,1589,12,2021.0
12626,46639,Liu Xing Huan Jian,流星幻剑,Unknown,"Twenty years after the war between immortals and demons, the Three Realms have reached a state of delicate balance. It was at this time that the young man Ye Bugui, who was carrying an important secret, broke free from the protection of the Sword Spirit Island and appeared in front of everyone. His appearance broke the balance and the conspiracy that had lain dormant since the end of the war resurfaced. While trying to protect the world, Ye Bugui is aware of his own destiny. His life journey is full of dangers, with people joining and leaving him along the way. The meaning behind his name, ""Bu Gui"" - ""no return"", may just be his fate.

(Source: Anilist)",ONA,60.0,Finished Airing,"Jan 28, 2021","Aug 12, 2021",Tencent Penguin Pictures,Unknown,Soyep,Novel,"Action, Fantasy",Unknown,Unknown,12.0,PG-13 - Teens 13 or older,,,131312.0,12640,787,8,2021.0
12125,50930,Kumichou Musume to Sewagakari Picture Drama,組長娘と世話係 ピクチャードラマ,Unknown,Introductory Picture Drama episodes released online prior to the TV anime debut.,ONA,7.0,Finished Airing,"Jan 28, 2022","Jul 22, 2022",Unknown,Unknown,AQUA ARIS,Manga,Comedy,Organized Crime,Unknown,2.0,PG-13 - Teens 13 or older,5.941,146.0,93652.0,12138,929,2,2022.0
12508,50925,Zhu Tian Ji,诸天纪,Thousands of worlds,"Teenage boy Lin Fei was unable to practice martial arts due to a defect in his meridians. After witnessing his master and his best friend die in the battle in the Black Abyss, he began to practice an ancient art of artifact refinement. He vowed to avenge them and hunt down the leader of the Black Abyss, even if it cost him his own life. A mysterious power revived him in a new era, and Lin Fei was determined to rebuild his sect and make it flourish.

(Source: Narul Donghua)",ONA,26.0,Finished Airing,"Jan 28, 2022","Jul 15, 2022",Youku,Unknown,210 AM Animation,Manga,"Action, Adventure, Fantasy",Martial Arts,Unknown,14.0,PG-13 - Teens 13 or older,6.811,317.0,47552.0,12522,816,10,2022.0
13740,50544,Long She Yanyi,龙蛇演义,Dragon's Disciple,"Under the guidance of Tang Zichen, a master of martial arts, Wang Chao, a frail young man with a strong sense of justice, embarks on the road of traditional martial arts and goes all the way to surpass himself. He experienced the spirit of martial arts practitioners who use martial arts to stop stances and convince people with morality, and also carry forward traditional martial arts and promote righteousness.

(Source: bilibili)",ONA,16.0,Finished Airing,"Jan 28, 2022","Apr 29, 2022","bilibili, Wonder Cat Animation",Unknown,Wan Wei Mao Donghua,Web novel,Action,Martial Arts,Unknown,19.0,PG-13 - Teens 13 or older,6.971,199.0,40402.0,13758,537,7,2022.0
12259,50934,Stars*Collection!,スターズこれくしょん！,Stars*Collection,A series of shorts following the eccentric and hilarious daily lives of the Holostars VTubers!,ONA,,Currently Airing,"Jan 28, 2022",Unknown,Unknown,Unknown,Hololive Production,Other,Comedy,Unknown,Unknown,2.0,PG-13 - Teens 13 or older,7.011,303.0,38672.0,12272,889,15,2022.0
3611,37914,Chikyuugai Shounen Shoujo,地球外少年少女,The Orbital Children,"In the year 2045, Internet and artificial intelligence have become widespread in the outer space. Following a massive accident at a space station, a group of children are left behind. Using narrowband and SNS, low intelligence AI, and smartphone-controlled drones, they overcome numerous crises.

(Source: MAL News)",ONA,6.0,Finished Airing,"Jan 28, 2022",Not Available,Avex Pictures,Unknown,Production +h.,Original,Sci-Fi,Space,Unknown,32.0,PG-13 - Teens 13 or older,6.881,11413.0,44222.0,3613,29286,91,2022.0
