Title,Japanese,Type,Studios,Start_Aired,Source,Popularity,Score,Members,Favorites,Genres
Kaeru Ouji to Imomushi Henry,カエル王子といもむしヘンリー,TV,Unknown,2018-07-02,Other,15410,,342,1,"Comedy, Fantasy"
Osomatsu-san VR,おそ松さんVR,Movie,Unknown,2018-07-02,Manga,10984,5.901,1428,2,"Comedy, Supernatural"
Denwa Kakumei Naisen,電話革命ナイセン,Music,Unknown,2018-07-03,Original,17490,,203,0,Unknown
Cinderella Girls Gekijou 3rd Season,シンデレラガールズ劇場 第3期,TV,"Gathering, Lesprit",2018-07-03,4-koma manga,6951,6.501,6144,4,"Comedy, Slice of Life"
Yama no Susume Third Season,ヤマノススメ サードシーズン,TV,8bit,2018-07-03,Manga,4175,7.571,21361,64,"Adventure, Comedy, Slice of Life"
One Room Second Season: Hanasaka Yui no Prologue,One Room セカンドシーズン 花坂結衣のプロローグ,Special,Zero-G,2018-07-03,Original,5444,5.781,11236,3,Slice of Life
Senjuushi,千銃士,TV,TMS Entertainment,2018-07-03,Game,5142,4.871,13004,15,Action
Kensaku to Enjin no Atarashii Tomodachi: Query Toujou!,けんさくとえんじんの新しいともだち クエリ登場！,ONA,Unknown,2018-07-03,Original,17992,,173,0,Unknown
Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,シンデレラガールズ劇場 火曜シンデレラシアター 第3期,ONA,"Gathering, Lesprit",2018-07-03,4-koma manga,8585,6.351,3458,4,"Comedy, Slice of Life"
Back Street Girls: Gokudolls,Back Street Girls -ゴクドルズ,TV,J.C.Staff,2018-07-04,Manga,1446,6.941,133165,532,"Comedy, Ecchi"
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","ヴァイオレット・エヴァーガーデンきっと""愛""を知る日が来るのだろう",Special,Kyoto Animation,2018-07-04,Light novel,710,8.321,286939,773,"Drama, Fantasy, Slice of Life"
Chuukan Kanriroku Tonegawa,中間管理録トネガワ,TV,Madhouse,2018-07-04,Manga,3172,7.161,37755,108,"Comedy, Drama"
Aru Zombie Shoujo no Sainan (ONA),あるゾンビ少女の災難,ONA,"Gonzo, Stingray",2018-07-04,Novel,5151,5.351,12933,12,"Action, Horror, Supernatural, Suspense"
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,血界戦線 & BEYOND ザップ・レンフロ因果応報中!! / バッカーディオの雫,OVA,Bones,2018-07-04,Manga,3906,7.161,24847,8,"Action, Comedy, Fantasy, Supernatural"
Yuragi-sou no Yuuna-san OVA,ゆらぎ荘の幽奈さん,OVA,"Xebec, Signal.MD",2018-07-04,Manga,2613,7.101,53744,70,"Comedy, Romance, Supernatural, Ecchi"
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,異世界魔王と召喚少女の奴隷魔術,TV,Ajia-Do,2018-07-05,Light novel,273,6.881,637453,2392,"Comedy, Fantasy, Ecchi"
Meeting Place,Meeting Place,Music,Unknown,2018-07-05,Original,19492,,75,0,Unknown
Qing Chi Hong Xiaodou Ba!,请吃红小豆吧！,ONA,Making Animation,2018-07-05,Original,12788,6.291,746,4,"Comedy, Slice of Life"
Yume Oukoku to Nemureru 100-nin no Ouji-sama,夢王国と眠れる100人の王子様,TV,Project No.9,2018-07-05,Game,4578,5.901,17446,40,"Adventure, Fantasy"
Sunohara-sou no Kanrinin-san,すのはら荘の管理人さん,TV,SILVER LINK.,2018-07-05,4-koma manga,1437,6.801,133801,395,"Comedy, Slice of Life"
Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,かみさまみならい ヒミツのここたま 特别篇,TV,OLM,2018-07-05,Original,15277,,353,0,"Fantasy, Slice of Life"
BanG Dream! Garupa☆Pico,BanG Dream! ガルパ☆ピコ,ONA,"SANZIGEN, DMM.futureworks",2018-07-05,Original,4306,7.771,19943,136,Comedy
Aware! Meisaku-kun: Ito-Yokado no Randsell,あはれ！名作くん 「イトーヨーカドーのランドセル」CM,ONA,Unknown,2018-07-06,Original,16828,,239,0,Comedy
Xin Datou Er Zi He Xiao Tou Baba 3: Eluosi Qiyu Ji,新大头儿子和小头爸爸3：俄罗斯奇遇记,Movie,Unknown,2018-07-06,Unknown,20879,,32,0,"Adventure, Comedy"
Shichisei no Subaru,七星のスバル,TV,Lerche,2018-07-06,Light novel,1512,6.101,124467,197,"Action, Fantasy, Sci-Fi"
Ongaku Shoujo (TV),音楽少女,TV,Studio Deen,2018-07-06,Original,4840,5.981,15108,30,Slice of Life
Banana Fish,BANANA FISH,TV,MAPPA,2018-07-06,Manga,216,8.501,744294,27299,"Action, Adventure, Drama"
Greenlights Serenade,グリーンライツ・セレナーデ,Music,Unknown,2018-07-06,Original,17845,5.931,181,1,Unknown
Hataraku Onii-san! no 2!,働くお兄さん！の2！,TV,"Fanworks, Tomovies",2018-07-06,Original,8660,6.431,3367,7,"Comedy, Slice of Life"
Harukana Receive,はるかなレシーブ,TV,C2C,2018-07-06,Manga,1787,6.661,101736,163,"Slice of Life, Sports"
Sleeping Beauty,Sleeping Beauty,Music,Unknown,2018-07-06,Original,16531,6.001,261,0,Unknown
Chio-chan no Tsuugakuro,ちおちゃんの通学路,TV,Diomedéa,2018-07-06,Manga,1685,7.451,109415,375,Comedy
Satsuriku no Tenshi,殺戮の天使,TV,J.C.Staff,2018-07-06,Game,309,6.951,588506,5023,"Adventure, Horror, Suspense"
Hawaiian Conu,ハワイアン コヌ,TV,Magic Bus,2018-07-07,Picture book,16675,,250,1,"Comedy, Slice of Life"
K: Seven Stories Movie 1 - R:B - Blaze,K Seven Stories RB ~BLAZE~,Movie,GoHands,2018-07-07,Original,2387,7.411,63106,136,"Action, Drama, Supernatural"
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,おしえて魔法のペンデュラム～リルリルフェアリル～,TV,Studio Deen,2018-07-07,Original,11888,6.631,1015,2,"Fantasy, Slice of Life"
Yami Shibai 6,闇芝居 6期,TV,ILCA,2018-07-07,Original,4359,6.161,19562,6,"Avant Garde, Horror, Supernatural"
K: Seven Stories - The Idol K,K Seven Stories ザ・アイドルK,Movie,GoHands,2018-07-07,Original,6953,5.761,6142,9,Comedy
Zoids Wild,ゾイドワイルド,TV,OLM,2018-07-07,Other,7069,6.231,5894,12,"Action, Adventure, Comedy, Sci-Fi"
Hyakuren no Haou to Seiyaku no Valkyria,百錬の覇王と聖約の戦乙女〈ヴァルキュリア〉,TV,EMT Squared,2018-07-08,Light novel,1190,5.701,170528,279,Fantasy
Monster Strike The Animation,モンスターストライク The Animation,ONA,"Anima, ILCA, Studio GOONEYS, Dynamo Pictures, CGCG Studio",2018-07-08,Game,7598,6.651,4969,8,"Action, Fantasy"
Space Bug,スペースバグ,TV,"Studio W.Baba, P.I.C.S.",2018-07-08,Original,12946,6.001,714,4,Adventure
Hataraku Saibou,はたらく細胞,TV,David Production,2018-07-08,Manga,303,7.571,594921,2173,Comedy
Asobi Asobase,あそびあそばせ,TV,Lerche,2018-07-08,Manga,457,8.191,416070,5740,Comedy
Planet With,プラネット・ウィズ,TV,J.C.Staff,2018-07-08,Original,2591,7.171,54773,137,"Action, Sci-Fi"
Mo Dao Zu Shi,魔道祖师,ONA,B.CMAY PICTURES,2018-07-09,Web novel,1021,8.461,200036,5896,"Action, Adventure, Fantasy, Mystery, Supernatural"
Fin-tan to Sauna ni Nyuurou,フィンたんとサウナに入ろう,ONA,Unknown,2018-07-09,Original,16010,4.941,298,3,Slice of Life
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,銀魂. 銀ノ魂篇 後半戦,TV,Bandai Namco Pictures,2018-07-09,Manga,1188,8.891,170763,983,"Action, Comedy, Sci-Fi"
Jingju Mao Zhi Cheng Feng Polang,京剧猫之乘风破浪,TV,Dazzling Star,2018-07-09,Original,17572,,199,3,"Action, Adventure, Comedy, Fantasy"
Ani ni Tsukeru Kusuri wa Nai! 2,兄に付ける薬はない! 2,TV,"Fanworks, Imagineer",2018-07-09,Web manga,2887,7.741,44351,89,"Comedy, Slice of Life"
Overlord: Ple Ple Pleiades 3,オーバーロード ぷれぷれぷれあです3,ONA,Studio PuYUKAI,2018-07-10,Light novel,3727,6.811,27492,16,"Action, Comedy, Fantasy"
Aguu: Tensai Ningyou,悪偶 ‐天才人形‐,TV,Studio Deen,2018-07-10,Web manga,6713,5.421,6708,6,"Action, Drama, Supernatural"
Overlord III,オーバーロードⅢ,TV,Madhouse,2018-07-10,Light novel,189,7.931,782562,5104,"Action, Fantasy, Supernatural"
Phantom in the Twilight,ファントム イン ザ トワイライト,TV,LIDENFILMS,2018-07-10,Original,2897,6.411,44172,89,"Action, Supernatural"
One Room Second Season,One Room セカンドシーズン,TV,Zero-G,2018-07-10,Original,2800,6.101,46937,41,Slice of Life
Kyoto Teramachi Sanjou no Holmes,京都寺町三条のホームズ,TV,Seven,2018-07-10,Novel,2494,6.741,58881,94,"Drama, Mystery, Romance, Slice of Life"
Jashin-chan Dropkick,邪神ちゃんドロップキック,TV,Nomad,2018-07-10,Web manga,1746,6.991,105204,348,"Comedy, Supernatural"
Angolmois: Genkou Kassenki,アンゴルモア 元寇合戦記,TV,NAZ,2018-07-11,Manga,2553,7.131,56276,116,"Action, Drama"
Harukana Receive: Yokoku,『はるかなレシーブ』予告,ONA,C2C,2018-07-11,Manga,8945,5.921,3036,0,Sports
Shinya! Tensai Bakabon,深夜！天才バカボン,TV,Pierrot Plus,2018-07-11,Manga,8792,5.991,3198,2,"Comedy, Slice of Life"
Karakai Jouzu no Takagi-san: Water Slide,からかい上手の高木さん ウォータースライダー,OVA,Shin-Ei Animation,2018-07-12,Manga,2066,7.511,80330,177,Comedy
Tatakau Mono-tachi e Ai wo Komete,闘う戦士(もの)たちへ愛を込めて,Music,Unknown,2018-07-12,Original,15263,6.291,354,0,Drama
Underdog,언더독,Movie,Odolttogi,2018-07-12,Original,16815,,241,0,"Adventure, Drama"
Mu Guang Xiawu Cha,暮光下午茶,ONA,Unknown,2018-07-12,Original,20503,,40,0,"Comedy, Supernatural"
Caoben Jiazu,草本家族,TV,Unknown,2018-07-12,Original,20714,,34,0,"Adventure, Fantasy"
Sirius,天狼〈シリウス〉 Sirius the Jaeger,TV,P.A. Works,2018-07-12,Original,900,6.991,227762,652,"Action, Supernatural"
Free! Dive to the Future,Free!-Dive to the Future-,TV,"Kyoto Animation, Animation Do",2018-07-12,Original,1226,7.611,165032,608,Sports
Tobot V,또봇 V,TV,Unknown,2018-07-12,Original,20311,,46,0,Sci-Fi
Pokemon Movie 21: Minna no Monogatari,劇場版ポケットモンスター みんなの物語,Movie,"OLM, Wit Studio",2018-07-13,Game,3379,7.161,33505,37,"Action, Adventure, Comedy, Fantasy"
Shoujo☆Kageki Revue Starlight,少女☆歌劇 レヴュースタァライト,TV,Kinema Citrus,2018-07-13,Original,2144,7.651,75214,1289,Unknown
Green Dakara x Mirai no Mirai,GREEN DA・KA・RA×未来のミライ,ONA,Studio Chizu,2018-07-13,Original,10439,5.301,1777,0,Unknown
Muchi Muchi Kyousei Seichouchuu!!!,むち無知ッ強制成長中っ!!!,ONA,SELFISH,2018-07-13,Original,6115,6.871,8473,57,Hentai
Idol Fantasy,IDOL FANTASY,ONA,Unknown,2018-07-13,Game,14418,5.341,435,0,Unknown
Queen's Blade: Unlimited,クイーンズブレイドUNLIMITED,OVA,Unknown,2018-07-13,Other,5545,5.901,10671,21,"Action, Adventure, Fantasy, Ecchi"
Happy Sugar Life,ハッピーシュガーライフ,TV,Ezόla,2018-07-14,Manga,772,6.811,265405,2466,"Drama, Girls Love, Horror"
Yuragi-sou no Yuuna-san,ゆらぎ荘の幽奈さん,TV,Xebec,2018-07-14,Manga,769,7.021,266254,720,"Comedy, Romance, Supernatural, Ecchi"
Lord of Vermilion: Guren no Ou,ロード オブ ヴァーミリオン 紅蓮の王,TV,"asread., Tear Studio",2018-07-14,Game,3025,5.351,41119,37,"Action, Fantasy"
Grand Blue,ぐらんぶる,TV,Zero-G,2018-07-14,Manga,247,8.431,668414,16967,Comedy
Bai Gui Youeryuan,百鬼幼儿园,ONA,Painting Dream,2018-07-14,Manga,14617,5.911,413,0,Comedy
Iya na Kao sare nagara Opantsu Misete Moraitai,嫌な顔されながらおパンツ見せてもらいたい,ONA,UWAN Pictures,2018-07-14,Other,2015,5.751,84160,352,Ecchi
High Score Girl,ハイスコアガール,TV,J.C.Staff,2018-07-14,Manga,876,7.781,232349,2556,Comedy
Karrimor Mountain Club,Karrimor Mountain Club,ONA,Unknown,2018-07-17,Original,16521,,262,0,"Adventure, Slice of Life"
Unbelievable Space Love,언빌리버블 스페이스 러브,ONA,Unknown,2018-07-17,Original,9634,6.701,2362,10,"Boys Love, Drama, Romance, Sci-Fi"
Xi Xing Ji,西行纪,ONA,BYMENT,2018-07-18,Manga,10711,6.611,1600,9,"Action, Adventure, Fantasy"
Koushui Liang Shan,口水良山,ONA,Unknown,2018-07-18,Novel,21315,,23,0,Comedy
Mr. Shape and Number Man,ミスターシェイプとナンバーマン,ONA,Unknown,2018-07-19,Unknown,19111,,102,0,Comedy
Jiyi U-Pan,记忆U盘,ONA,Unknown,2018-07-19,Other,19245,,92,0,Sci-Fi
Okojo to Yamane,オコジョとヤマネ,TV,Kachidoki Studio,2018-07-19,Other,12391,,854,3,"Comedy, Slice of Life"
Himitsukessha Taka no Tsume GG,秘密結社 鷹の爪GG,ONA,Unknown,2018-07-19,Original,15479,,337,0,Comedy
Tales of the Rays Gekijou,ているず おぶ ざ れいず劇場,ONA,Bandai Namco Pictures,2018-07-20,Game,11059,6.171,1392,0,"Comedy, Fantasy"
Dot Bit Retro: Boku Dake no Kusoge,Dot Bit Retro - ぼくだけのクソゲー,ONA,Asura Film,2018-07-20,Original,17959,,175,0,"Comedy, Fantasy, Slice of Life"
Line Rangers (2018),라인 레인저스,ONA,Unknown,2018-07-20,Game,19766,,58,0,"Action, Comedy, Fantasy"
Mirai no Mirai,未来のミライ,Movie,Studio Chizu,2018-07-20,Original,1510,7.291,124806,312,"Adventure, Drama, Fantasy"
Oshie to Tabi Suru Otoko,押絵ト旅スル男,Movie,Unknown,2018-07-20,Novel,9619,,2374,1,Mystery
Lipton #watashitolipton,Lipton(リプトン) #わたしとリプトン,ONA,Unknown,2018-07-20,Original,15114,5.671,366,0,Slice of Life
Yuukai Anna,誘拐アンナ,Movie,Studio Deen,2018-07-21,Original,10912,4.611,1476,0,"Action, Adventure, Romance"
U-turn wa Wakai Uchi ni Shiro!,Uターンは若いうちにしろ！,ONA,DLE,2018-07-21,Original,18509,,143,0,Comedy
Sora ni Rakugaki,空ニラクガキ,Music,Unknown,2018-07-22,Original,15601,,327,1,Fantasy
Tokyo 2020 Olympics CMs,東京2020オリンピック,ONA,Unknown,2018-07-22,Original,16984,,231,0,Sports
Tsukumogami Kashimasu,つくもがみ貸します,TV,Telecom Animation Film,2018-07-23,Novel,4640,6.681,16858,7,"Comedy, Slice of Life, Supernatural"
Shingeki no Kyojin Season 3,進撃の巨人 Season3,TV,Wit Studio,2018-07-23,Manga,18,8.621,2040096,18914,"Action, Drama"
Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,教え子に脅迫されるのは犯罪ですか？,ONA,Unknown,2018-07-23,Light novel,12009,5.591,962,3,Unknown
Sheng Shi Zhuang Niang,盛世妆娘,ONA,Imagineer,2018-07-24,Novel,7605,6.671,4954,28,"Drama, Romance"
Lupin III: Lupin wa Ima mo Moete Iru ka?,ルパンは今も燃えているか？,OVA,TMS Entertainment,2018-07-25,Manga,7862,6.931,4534,1,"Action, Adventure, Comedy"
Tian Yu 2nd Season: Cang Gu Zhi Ban,天谕 第二季 苍古之绊,ONA,Sparkly Key Animation Studio,2018-07-25,Game,15893,,305,0,"Action, Adventure, Fantasy"
Hakken,発見,Music,Onionskin,2018-07-25,Original,18104,,167,0,Unknown
Startliner,STARTLINER,Music,J.C.Staff,2018-07-25,Game,18744,,127,0,Unknown
Niizuma Koyomi The Animation,新妻こよみ THE ANIMATION,OVA,T-Rex,2018-07-27,Visual novel,6942,7.131,6162,21,Hentai
Nekopara: Koneko no Hi no Yakusoku,ネコぱら 仔ネコの日の約束,ONA,Felix Film,2018-07-27,Visual novel,3510,7.031,30841,38,"Comedy, Romance"
Megalo Box Specials,メガロボクス,Special,TMS Entertainment,2018-07-27,Original,5462,6.181,11117,4,Sports
Masamune-kun no Revenge OVA,政宗くんのリベンジ OVA,OVA,SILVER LINK.,2018-07-27,Manga,1801,6.541,99664,93,"Comedy, Romance"
Golden Douga Gekijou Specials,ゴールデン道画劇場,Special,"W-Toon Studio, DMM.futureworks",2018-07-27,Manga,12206,6.081,909,0,Comedy
Sofy Soft Tampon: Drive Ryokou-hen,ソフィソフトタンポン ドライブ旅行篇,Special,Liberty Animation Studio,2018-07-29,Original,16604,,255,0,Slice of Life
Fate/Extra: Last Encore - Illustrias Tendousetsu,Fate/EXTRA Last Encore イルステリアス天動説,TV,Shaft,2018-07-29,Game,2342,6.511,65237,44,"Action, Fantasy"
Sea Breeze,Sea Breeze,Music,Unknown,2018-07-30,Game,16196,5.571,285,0,Unknown
Marvel Future Avengers 2nd Season,マーベル フューチャー・アベンジャーズ 第2期,TV,Madhouse,2018-07-30,Other,10749,5.781,1575,2,Action
Sword Gai The Animation Part II,ソードガイ The Animation Part II,ONA,"Production I.G, DLE, LandQ studios",2018-07-30,Manga,3786,5.751,26535,20,"Action, Supernatural"
Malta no Kamishibai,マルタのかみしばい,ONA,Unknown,2018-08-01,Original,18739,,128,0,Unknown
Semi wa Magic Cube,세미와 매직큐브,TV,Durufix,2018-08-01,Original,11951,,988,2,"Action, Comedy, Fantasy"
Hatachi no Ryouma with Kurofune-kun!,ハタチの龍馬 with クロフネくん！,ONA,DLE,2018-08-01,Original,17783,,185,0,Sci-Fi
Gifts,Gifts,Music,Unknown,2018-08-01,Original,18831,,120,0,Unknown
Cike Wu Liuqi Fanwai,刺客伍六七 番外,ONA,Unknown,2018-08-01,Original,4631,7.521,16984,42,"Action, Comedy, Drama, Mystery, Romance"
Chainsaw Bunny,CHAINSAW BUNNY,ONA,Unknown,2018-08-01,Original,9001,4.971,2959,3,"Comedy, Horror, Supernatural, Suspense"
Chainsaw Bunny: Deleted Scene,CHAINSAW BUNNY Deleted Scene,ONA,Unknown,2018-08-01,Original,12170,4.461,919,1,"Horror, Supernatural, Suspense"
Osomatsu-san: Hajimaru Hajimari,おそ松さん～はじまりはじまり～,Special,Unknown,2018-08-02,Manga,11865,,1022,1,"Comedy, Fantasy"
Shinkansen Henkei Robo Shinkalion The Animation Recap,【新幹線変形ロボ シンカリオン】総集編『団らん!!速杉家とシンカリオン』,ONA,OLM,2018-08-02,Other,15389,,344,0,"Action, Sci-Fi"
Daisuki na Mama,大好きな母,OVA,T-Rex,2018-08-03,Web manga,5428,6.551,11298,61,Hentai
Kyoei Tankou-sho,共栄鍛工所,ONA,G-angle,2018-08-03,Original,16361,5.771,273,0,Sci-Fi
Hotohashiru,ホトハシル,Music,Unknown,2018-08-03,Manga,11713,6.151,1080,1,Supernatural
Out Of My Head,CHVRCHES「Out Of My Head feat. 水曜日のカンパネラ」,Music,Unknown,2018-08-03,Original,14276,5.681,454,0,Sci-Fi
Feng Yu Zhou,风语咒,Movie,Beijing Rocen Digital,2018-08-03,Original,11212,6.981,1314,4,"Action, Adventure, Comedy, Drama, Fantasy"
Aware! Meisaku-kun: Q&A Corner,あはれ！名作くん Ｑ＆Ａコーナー,ONA,Unknown,2018-08-03,Original,17851,,179,0,Comedy
Yakusoku no Nanaya Matsuri,約束の七夜祭り,ONA,Yokohama Animation Lab,2018-08-03,Original,6542,6.711,7136,6,"Drama, Sci-Fi"
Hollowness,ホロネス,Music,Unknown,2018-08-03,Original,8032,7.521,4292,13,Unknown
Holiday Love: Fuufukan Renai,ホリデイラブ 〜夫婦間恋愛〜,ONA,Unknown,2018-08-03,Manga,11506,,1164,4,"Drama, Romance"
Boku no Hero Academia the Movie 1: Futari no Hero,僕のヒーローアカデミア THE MOVIE ～2人の英雄（ヒーロー）～,Movie,Bones,2018-08-03,Manga,249,7.571,664957,1329,Action
Elf no Oshiego to Sensei,エルフの教え子と先生,OVA,Flavors Soft,2018-08-03,Light novel,7267,6.481,5475,10,"Fantasy, Hentai"
Muhyo to Rouji no Mahouritsu Soudan Jimusho,ムヒョとロージーの魔法律相談事務所,TV,Studio Deen,2018-08-03,Manga,2751,6.701,49000,57,"Action, Comedy, Drama, Mystery, Supernatural"
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,K Seven Stories SIDEBLUE ~天狼の如く~,Movie,GoHands,2018-08-04,Manga,4095,7.301,22488,16,"Action, Supernatural"
Shikioriori,詩季織々（しきおりおり）,Movie,CoMix Wave Films,2018-08-04,Original,1262,7.121,159007,353,"Drama, Romance, Slice of Life"
God Eater Reso Nantoka Gekijou: Episode EX,GOD EATER レゾなんとか劇場 #EX,ONA,"Passione, Creators in Pack",2018-08-06,Game,9952,5.481,2103,0,"Fantasy, Sci-Fi"
Aster,アスター,Music,Unknown,2018-08-06,Original,17604,6.161,196,0,Unknown
Zannen na Ikimono Jiten,ざんねんないきもの事典,TV,NHK Enterprises,2018-08-06,Picture book,14474,,429,0,"Comedy, Slice of Life"
Mi Bao Chuanshuo: Bai Cheng Ming Huan You Ji,秘宝传说-白橙明环游记,ONA,Unknown,2018-08-06,Game,19915,,54,0,"Adventure, Comedy"
Prayer X,Prayer X,Music,PERIMETRON,2018-08-06,Original,10335,7.101,1842,9,Avant Garde
Na Bbeun Sang Sa,나쁜상사,Movie,Unknown,2018-08-07,Web manga,10914,6.051,1473,9,"Drama, Romance, Slice of Life, Suspense, Hentai"
Sound of Love feat. Eden Kai,Sound of Love feat. Eden Kai,Music,Unknown,2018-08-08,Original,17663,,193,0,Unknown
HuGoo.n no Hug Hug Song,ハグ～ンのハグハグソング,Music,Unknown,2018-08-09,Original,16001,5.061,300,0,Unknown
Inamori Asuto no Soccer Kyoushitsu,稲森 明日人のサッカー教室,ONA,OLM,2018-08-10,Game,19189,,97,0,Sports
"Kiss made, Ato 1 Byou.","キスまで, あと1秒.",ONA,Unknown,2018-08-10,Web manga,12095,,939,2,Romance
Youkoso Japari Park,ようこそジャパリパーク,ONA,Unknown,2018-08-10,Game,8168,5.861,4084,5,"Adventure, Comedy, Fantasy"
Kumo to Yuurei,雲と幽霊,Music,Hurray!,2018-08-13,Original,13866,6.331,519,2,Slice of Life
Yu Shen Chuan: Wangzhe Shaonian,禹神传之王者少年,Movie,Unknown,2018-08-15,Original,21490,,6,0,"Adventure, Fantasy"
Daaijobu da yo,だぁいじょぶだよ,Music,Unknown,2018-08-15,Original,20173,,48,0,Unknown
And2! And2!,安菟！安菟！,ONA,Seven Stone Entertainment,2018-08-15,Other,13901,5.431,511,0,Slice of Life
Si Hai Jing Qi,四海鲸骑,ONA,Unknown,2018-08-16,Novel,13458,6.051,594,1,"Action, Adventure, Fantasy, Mystery"
Annie,unizzz... / Annie,Music,Unknown,2018-08-17,Music,16459,5.001,266,0,Sci-Fi
Penguin Highway,ペンギン・ハイウェイ,Movie,Studio Colorido,2018-08-17,Novel,2202,7.581,72505,274,"Fantasy, Sci-Fi"
Terra Formars: Earth-hen,テラフォーマーズ アース編,OVA,"TYO Animations, LIDENFILMS",2018-08-17,Manga,5694,6.121,10030,7,"Action, Drama, Horror, Sci-Fi"
Robot Girls Neo,ロボットガールズNEO,ONA,Toei Animation,2018-08-18,Original,10836,5.671,1519,0,Comedy
Luxing Ba! Jingdizhiwa,旅行吧！井底之蛙,Movie,Unknown,2018-08-18,Original,20645,,36,0,"Adventure, Fantasy"
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,劇場版 七つの大罪 天空の囚われ人,Movie,A-1 Pictures,2018-08-18,Manga,753,7.121,272619,320,"Action, Adventure, Fantasy, Supernatural"
Aragne no Mushikago,アラーニェの虫籠,Movie,Unknown,2018-08-18,Original,8116,4.951,4163,10,"Fantasy, Horror, Mystery"
Rikaisha,理解者,Music,Shirogumi,2018-08-22,Original,10823,6.141,1529,1,Unknown
Ze Tian Ji 4th Season,择天记 第四季,ONA,Shanghai Foch Film and TV Culture Investment,2018-08-22,Novel,9732,7.001,2275,3,"Action, Adventure, Fantasy"
Devils Line: Anytime Anywhere,デビルズライン エニタイム エニウェア,OVA,Platinum Vision,2018-08-23,Manga,4293,6.921,20013,27,"Action, Drama, Romance, Supernatural"
Paradise (Music),Paradise,Music,Unknown,2018-08-23,Original,16097,5.851,293,1,Unknown
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,劇場版 トミカハイパーレスキュー ドライブヘッド 機動救急警察,Movie,OLM,2018-08-24,Other,13687,,549,1,"Adventure, Sci-Fi"
Cinderella Girls Gekijou 3rd Season Specials,シンデレラガールズ劇場 第3期,Special,Gathering,2018-08-24,4-koma manga,11355,6.151,1244,0,"Comedy, Slice of Life"
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,ちいさな英雄－カニとタマゴと透明人間－,Movie,Studio Ponoc,2018-08-24,Original,3963,6.851,24053,30,"Action, Adventure, Drama, Fantasy"
Coffee Ikaga Deshou,珈琲いかがでしょう,ONA,Asura Film,2018-08-24,Manga,13003,,699,2,"Gourmet, Slice of Life"
Tennis no Ouji-sama: Best Games!!,テニスの王子様 BEST GAMES!!,OVA,"Tezuka Productions, M.S.C",2018-08-24,Manga,8936,,3047,9,Sports
Dan Jihua: Longwang Caidan,蛋计划之龙王彩蛋,ONA,Unknown,2018-08-25,Original,19819,,56,0,Unknown
"Wei, Kanjian Erduo La!",喂，看見耳朵啦！,ONA,monofilmo,2018-08-25,Web manga,4634,7.251,16911,93,"Boys Love, Comedy, Slice of Life"
One Piece: Episode of Sorajima,ONE PIECE エピソードオブ空島,Special,Toei Animation,2018-08-25,Manga,3803,7.161,26211,22,"Action, Adventure, Fantasy"
Non Non Biyori Movie: Vacation,劇場版 のんのんびより ばけーしょん,Movie,SILVER LINK.,2018-08-25,Manga,2267,8.251,69211,195,Slice of Life
Readyyy!,Readyyy!,ONA,Unknown,2018-08-26,Game,13970,5.531,501,2,Unknown
Xiao Lu He Xiao Lan,小绿和小蓝,ONA,Unknown,2018-08-27,Web manga,6164,7.381,8304,89,"Boys Love, Comedy, Drama, Sci-Fi, Slice of Life"
Kunoichi Botan,くの一牡丹,ONA,SELFISH,2018-08-27,Game,9862,5.671,2165,1,Hentai
Hasande Ageru,はさんであげる,OVA,Unknown,2018-08-28,Manga,8374,6.101,3773,4,Hentai
Macross Δ Movie: Gekijou no Walküre Specials,げきじょうばんでるた小劇場,Special,Satelight,2018-08-28,Original,12121,5.921,934,0,Comedy
Kkoma Bus Tayo 5,꼬마버스 타요 5,TV,Unknown,2018-08-29,Original,16734,,246,0,Unknown
Kemurikusa (2018),ケムリクサ,ONA,Unknown,2018-08-31,Original,10127,6.171,1979,2,"Fantasy, Sci-Fi"
Tiaowei Gongyu,调味公寓,ONA,Unknown,2018-08-31,Original,21004,,30,0,Unknown
Sunny Days!,Sunny Days!,Music,Unknown,2018-08-31,Game,16102,5.501,292,0,Unknown
Ane Chijo♥Max Heart,あねちじょ☆マックスハート,OVA,PoRO,2018-08-31,Light novel,6093,6.611,8564,20,Hentai
Bakugan Battle Brawlers: Mechtanium Surge,爆丸バトルブローラーズ Mechtanium Surge,ONA,TMS Entertainment,2018-09-01,Original,2970,6.211,42343,66,"Action, Adventure, Fantasy"
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",曇天に笑う＜外伝＞ ～桜華、天望の架橋～,Movie,Wit Studio,2018-09-01,Manga,5798,7.201,9606,14,"Action, Supernatural"
